Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
SACRED HEART UNIVERSITY DISTRICT,380033,OR,Chronic_Obstructive_Pulmonary,157,1.0231,16.7,16.3,23,01-JUL-11,30-JUN-14
SACRED HEART UNIVERSITY DISTRICT,380033,OR,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,380038,OR,Heart_Faliure,86,1.0084,19.2,19.1,17,01-JUL-11,30-JUN-14
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,380038,OR,Hip_Knee_Surgery,157,1.0738,4.2,4.0,23,01-JUL-11,30-JUN-14
ST CHARLES MEDICAL CENTER - BEND,380047,OR,Chronic_Obstructive_Pulmonary,217,0.8343,15.3,18.3,21,01-JUL-11,30-JUN-14
MERCY MEDICAL CENTER,360070,OH,Chronic_Obstructive_Pulmonary,388,0.9269,19.1,20.7,69,01-JUL-11,30-JUN-14
FLOWER HOSPITAL,360074,OH,Acute_Myocardial_infarction,157,0.9391,17.7,18.8,23,01-JUL-11,30-JUN-14
UHHS RICHMOND HEIGHTS HOSPITAL,360075,OH,Pneumonia,243,0.9633,17.1,17.7,39,01-JUL-11,30-JUN-14
ATRIUM MEDICAL CENTER,360076,OH,Chronic_Obstructive_Pulmonary,383,1.0426,20.9,20.1,83,01-JUL-11,30-JUN-14
KETTERING MEDICAL CENTER,360079,OH,Acute_Myocardial_infarction,334,0.9026,14.4,16.0,43,01-JUL-11,30-JUN-14
BERGER HOSPITAL,360170,OH,Pneumonia,139,0.9957,21.8,21.9,30,01-JUL-11,30-JUN-14
MERCY REGIONAL MEDICAL CENTER,360172,OH,Chronic_Obstructive_Pulmonary,605,0.9998,21.2,21.2,128,01-JUL-11,30-JUN-14
MERCY REGIONAL MEDICAL CENTER,360172,OH,Hip_Knee_Surgery,179,1.0345,6.9,6.7,13,01-JUL-11,30-JUN-14
UPPER VALLEY MEDICAL CENTER,360174,OH,Acute_Myocardial_infarction,94,1.0604,20.1,18.9,22,01-JUL-11,30-JUN-14
CLEVELAND CLINIC,360180,OH,Chronic_Obstructive_Pulmonary,339,1.0159,23.0,22.6,79,01-JUL-11,30-JUN-14
CLEVELAND CLINIC,360180,OH,Heart_Faliure,1242,1.0713,25.1,23.4,316,01-JUL-11,30-JUN-14
CLEVELAND CLINIC,360180,OH,Pneumonia,326,1.2337,23.4,19.0,91,01-JUL-11,30-JUN-14
SALEM REGIONAL MEDICAL CENTER,360185,OH,Chronic_Obstructive_Pulmonary,264,0.9653,19.1,19.8,48,01-JUL-11,30-JUN-14
KADLEC REGIONAL MEDICAL CENTER,500058,WA,Acute_Myocardial_infarction,496,0.9448,13.5,14.3,64,01-JUL-11,30-JUN-14
HARBORVIEW MEDICAL CENTER,500064,WA,Chronic_Obstructive_Pulmonary,85,0.9475,18.4,19.5,12,01-JUL-11,30-JUN-14
OLYMPIC MEDICAL CENTER,500072,WA,Hip_Knee_Surgery,432,0.8096,4.1,5.1,14,01-JUL-11,30-JUN-14
CGH MEDICAL CENTER,140043,IL,Heart_Faliure,362,0.9826,22.1,22.5,79,01-JUL-11,30-JUN-14
ST CATHERINE HOSPITAL INC,150008,IN,Heart_Faliure,337,0.961,23.0,23.9,75,01-JUL-11,30-JUN-14
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,150088,IN,Acute_Myocardial_infarction,157,0.9825,17.1,17.4,23,01-JUL-11,30-JUN-14
ST VINCENT HEART CENTER OF INDIANA LLC,150153,IN,Chronic_Obstructive_Pulmonary,157,0.9985,20.6,20.7,23,01-JUL-11,30-JUN-14
NIX HEALTH CARE SYSTEM,450130,TX,Acute_Myocardial_infarction,157,0.9383,17.6,18.7,23,01-JUL-11,30-JUN-14
MULTICARE GOOD SAMARITAN HOSPITAL,500079,WA,Heart_Faliure,817,1.0324,23.0,22.3,190,01-JUL-11,30-JUN-14
MULTICARE GOOD SAMARITAN HOSPITAL,500079,WA,Hip_Knee_Surgery,410,1.0696,5.3,5.0,23,01-JUL-11,30-JUN-14
EVERGREEN HEALTH MONROE,500084,WA,Heart_Faliure,157,1.0088,22.0,21.8,23,01-JUL-11,30-JUN-14
ST JOSEPH MEDICAL CENTER,500108,WA,Pneumonia,296,0.9407,16.9,18.0,46,01-JUL-11,30-JUN-14
VALLEY HOSPITAL,500119,WA,Hip_Knee_Surgery,430,1.0731,4.6,4.3,21,01-JUL-11,30-JUN-14
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,Acute_Myocardial_infarction,321,1.1026,17.7,16.1,62,01-JUL-11,30-JUN-14
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,Heart_Faliure,307,0.9984,20.2,20.3,62,01-JUL-11,30-JUN-14
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,Hip_Knee_Surgery,157,1.0464,4.6,4.4,23,01-JUL-11,30-JUN-14
LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,Heart_Faliure,334,0.9535,20.3,21.3,65,01-JUL-11,30-JUN-14
LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,Pneumonia,282,1.1434,19.5,17.0,64,01-JUL-11,30-JUN-14
ST ANTHONY HOSPITAL,500151,WA,Acute_Myocardial_infarction,67,1.0122,18.4,18.2,13,01-JUL-11,30-JUN-14
ST ANTHONY HOSPITAL,500151,WA,Hip_Knee_Surgery,490,0.9551,4.0,4.2,19,01-JUL-11,30-JUN-14
WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,Pneumonia,397,1.1651,23.5,20.2,104,01-JUL-11,30-JUN-14
GOOD SAMARITAN HOSPITAL,360134,OH,Chronic_Obstructive_Pulmonary,322,0.9019,17.7,19.6,50,01-JUL-11,30-JUN-14
UNIVERSITY HOSPITALS CASE MEDICAL CENTER,360137,OH,Chronic_Obstructive_Pulmonary,239,1.0428,22.2,21.3,56,01-JUL-11,30-JUN-14
MARYMOUNT HOSPITAL,360143,OH,Acute_Myocardial_infarction,49,1.0815,23.6,21.8,16,01-JUL-11,30-JUN-14
MARYMOUNT HOSPITAL,360143,OH,Pneumonia,442,1.0476,19.0,18.1,87,01-JUL-11,30-JUN-14
SOUTH POINTE HOSPITAL,360144,OH,Heart_Faliure,331,0.9447,22.5,23.8,71,01-JUL-11,30-JUN-14
POMERENE HOSPITAL,360148,OH,Heart_Faliure,157,0.9664,19.3,19.9,23,01-JUL-11,30-JUN-14
AFFINITY MEDICAL CENTER,360151,OH,Chronic_Obstructive_Pulmonary,195,0.9308,19.5,21.0,33,01-JUL-11,30-JUN-14
DOCTORS HOSPITAL,360152,OH,Heart_Faliure,192,1.0396,23.3,22.4,47,01-JUL-11,30-JUN-14
DOCTORS HOSPITAL,360152,OH,Hip_Knee_Surgery,157,1.0192,5.6,5.5,23,01-JUL-11,30-JUN-14
BELMONT COMMUNITY HOSPITAL,360153,OH,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ADENA REGIONAL MEDICAL CENTER,360159,OH,Heart_Faliure,554,0.9648,22.4,23.2,122,01-JUL-11,30-JUN-14
ADENA REGIONAL MEDICAL CENTER,360159,OH,Pneumonia,404,1.1327,21.4,18.9,95,01-JUL-11,30-JUN-14
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,360203,OH,Chronic_Obstructive_Pulmonary,287,1.1151,22.4,20.1,72,01-JUL-11,30-JUN-14
LAKEWOOD HOSPITAL,360212,OH,Chronic_Obstructive_Pulmonary,276,1.07,23.2,21.7,69,01-JUL-11,30-JUN-14
SYCAMORE MEDICAL CENTER,360239,OH,Acute_Myocardial_infarction,157,1.0614,17.7,16.7,23,01-JUL-11,30-JUN-14
SYCAMORE MEDICAL CENTER,360239,OH,Heart_Faliure,198,1.0348,22.7,22.0,47,01-JUL-11,30-JUN-14
BAY PARK COMMUNITY HOSPITAL,360259,OH,Hip_Knee_Surgery,157,0.8739,5.3,6.0,23,01-JUL-11,30-JUN-14
THREE GABLES SURGERY CENTER,360261,OH,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
THREE GABLES SURGERY CENTER,360261,OH,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
INSTITUTE FOR ORTHOPAEDIC SURGERY,360263,OH,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
INSTITUTE FOR ORTHOPAEDIC SURGERY,360263,OH,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SOUTHERN PALMETTO HOSPITAL,420016,SC,Heart_Faliure,52,1.0744,24.4,22.7,17,01-JUL-11,30-JUN-14
GEORGETOWN MEMORIAL HOSPITAL,420020,SC,Chronic_Obstructive_Pulmonary,181,0.9168,18.2,19.9,27,01-JUL-11,30-JUN-14
SISTERS OF CHARITY PROVIDENCE HOSPITALS,420026,SC,Acute_Myocardial_infarction,758,0.9118,13.9,15.3,101,01-JUL-11,30-JUN-14
ANMED HEALTH,420027,SC,Acute_Myocardial_infarction,256,1.0579,15.7,14.8,43,01-JUL-11,30-JUN-14
COLLETON MEDICAL CENTER,420030,SC,Acute_Myocardial_infarction,157,1.0086,24.1,23.9,23,01-JUL-11,30-JUN-14
GHS GREER MEMORIAL HOSPITAL,420033,SC,Pneumonia,215,1.0339,16.7,16.1,38,01-JUL-11,30-JUN-14
GHS-HILLCREST MEMORIAL HOSPITAL,420037,SC,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
GHS-HILLCREST MEMORIAL HOSPITAL,420037,SC,Heart_Faliure,61,1.0205,19.4,19.0,13,01-JUL-11,30-JUN-14
CONWAY MEDICAL CENTER,420049,SC,Hip_Knee_Surgery,504,1.053,4.4,4.2,23,01-JUL-11,30-JUN-14
ST MARY'S MEDICAL CENTER,510007,WV,Pneumonia,763,1.0225,18.4,18.0,142,01-JUL-11,30-JUN-14
BERKELEY MEDICAL CENTER,510008,WV,Acute_Myocardial_infarction,168,0.9422,14.9,15.8,22,01-JUL-11,30-JUN-14
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,220052,MA,Heart_Faliure,278,1.1293,25.1,22.2,77,01-JUL-11,30-JUN-14
BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,220060,MA,Pneumonia,552,0.984,16.3,16.6,89,01-JUL-11,30-JUN-14
ADCARE HOSPITAL OF WORCESTER INC,220062,MA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
GARRETT COUNTY MEMORIAL HOSPITAL,210017,MD,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DESOTO REGIONAL HEALTH SYSTEM,190118,LA,Pneumonia,120,1.1115,16.8,15.1,27,01-JUL-11,30-JUN-14
MINDEN MEDICAL CENTER,190144,LA,Chronic_Obstructive_Pulmonary,198,1.0224,17.9,17.5,37,01-JUL-11,30-JUN-14
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,230093,MI,Heart_Faliure,108,0.9194,20.3,22.0,17,01-JUL-11,30-JUN-14
MIDMICHIGAN MEDICAL CENTER-CLARE,230180,MI,Hip_Knee_Surgery,157,0.9729,4.5,4.6,23,01-JUL-11,30-JUN-14
ST ALEXIUS MEDICAL CENTER,350002,ND,Chronic_Obstructive_Pulmonary,185,0.9194,16.6,18.0,25,01-JUL-11,30-JUN-14
ST ALEXIUS MEDICAL CENTER,350002,ND,Heart_Faliure,438,0.7994,16.3,20.4,59,01-JUL-11,30-JUN-14
ST ALEXIUS MEDICAL CENTER,350002,ND,Hip_Knee_Surgery,894,0.7547,3.6,4.7,27,01-JUL-11,30-JUN-14
SANFORD MEDICAL CENTER FARGO,350011,ND,Heart_Faliure,728,0.8855,18.1,20.5,125,01-JUL-11,30-JUN-14
SANFORD MEDICAL CENTER BISMARCK,350015,ND,Heart_Faliure,329,0.9175,19.1,20.8,58,01-JUL-11,30-JUN-14
SANFORD MEDICAL CENTER BISMARCK,350015,ND,Pneumonia,310,0.9347,15.3,16.4,43,01-JUL-11,30-JUN-14
STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,350064,ND,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SAMARITAN REGIONAL HEALTH SYSTEM,360002,OH,Hip_Knee_Surgery,157,0.7299,3.5,4.7,23,01-JUL-11,30-JUN-14
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",360003,OH,Chronic_Obstructive_Pulmonary,203,0.9975,22.8,22.8,46,01-JUL-11,30-JUN-14
RIVERSIDE METHODIST HOSPITAL,360006,OH,Chronic_Obstructive_Pulmonary,623,1.0078,20.9,20.8,131,01-JUL-11,30-JUN-14
RIVERSIDE METHODIST HOSPITAL,360006,OH,Pneumonia,632,1.063,17.9,16.8,117,01-JUL-11,30-JUN-14
UNION HOSPITAL,360010,OH,Acute_Myocardial_infarction,69,0.9775,22.1,22.6,14,01-JUL-11,30-JUN-14
UNION HOSPITAL,360010,OH,Hip_Knee_Surgery,157,0.8529,4.2,5.0,23,01-JUL-11,30-JUN-14
HERITAGE VALLEY BEAVER,390036,PA,Hip_Knee_Surgery,157,1.076,5.9,5.5,23,01-JUL-11,30-JUN-14
SOMERSET HOSPITAL,390039,PA,Chronic_Obstructive_Pulmonary,93,0.9608,19.1,19.9,15,01-JUL-11,30-JUN-14
SOMERSET HOSPITAL,390039,PA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
UNIONTOWN HOSPITAL,390041,PA,Heart_Faliure,294,1.0179,21.8,21.4,65,01-JUL-11,30-JUN-14
"WASHINGTON HOSPITAL, THE",390042,PA,Pneumonia,238,0.997,15.6,15.7,37,01-JUL-11,30-JUN-14
WILLIAMSPORT REGIONAL MEDICAL CENTER,390045,PA,Hip_Knee_Surgery,590,0.9138,4.3,4.8,24,01-JUL-11,30-JUN-14
YORK HOSPITAL,390046,PA,Hip_Knee_Surgery,134,1.1314,7.2,6.4,12,01-JUL-11,30-JUN-14
ST LUKE'S HOSPITAL BETHLEHEM,390049,PA,Pneumonia,639,0.9211,15.6,16.9,94,01-JUL-11,30-JUN-14
UINTAH BASIN MEDICAL CENTER,460019,UT,Heart_Faliure,45,1.0618,19.2,18.1,12,01-JUL-11,30-JUN-14
UINTAH BASIN MEDICAL CENTER,460019,UT,Pneumonia,79,1.0155,14.0,13.8,12,01-JUL-11,30-JUN-14
DIXIE REGIONAL MEDICAL CENTER,460021,UT,Chronic_Obstructive_Pulmonary,204,0.9569,17.1,17.9,32,01-JUL-11,30-JUN-14
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,Pneumonia,157,0.9875,12.2,12.4,23,01-JUL-11,30-JUN-14
MCLEOD MEDICAL CENTER - DARLINGTON,420057,SC,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
LAKE CITY COMMUNITY HOSPITAL,420066,SC,Chronic_Obstructive_Pulmonary,157,0.9624,16.5,17.1,23,01-JUL-11,30-JUN-14
LAKE CITY COMMUNITY HOSPITAL,420066,SC,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,Hip_Knee_Surgery,593,1.4217,6.7,4.7,46,01-JUL-11,30-JUN-14
TRMC OF ORANGEBURG & CALHOUN,420068,SC,Acute_Myocardial_infarction,93,1.0101,22.0,21.8,21,01-JUL-11,30-JUN-14
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,Chronic_Obstructive_Pulmonary,157,0.9305,17.4,18.7,23,01-JUL-11,30-JUN-14
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,Hip_Knee_Surgery,157,1.0549,4.2,4.0,23,01-JUL-11,30-JUN-14
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,Acute_Myocardial_infarction,572,0.9121,13.4,14.7,72,01-JUL-11,30-JUN-14
TRIDENT MEDICAL CENTER,420079,SC,Acute_Myocardial_infarction,346,0.968,15.2,15.7,51,01-JUL-11,30-JUN-14
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,Chronic_Obstructive_Pulmonary,189,1.0365,18.3,17.7,37,01-JUL-11,30-JUN-14
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,Acute_Myocardial_infarction,157,0.9638,20.1,20.8,23,01-JUL-11,30-JUN-14
TRISTAR HORIZON MEDICAL CENTER,440046,TN,Acute_Myocardial_infarction,157,1.0128,17.3,17.1,23,01-JUL-11,30-JUN-14
METHODIST HEALTHCARE MEMPHIS HOSPITALS,440049,TN,Chronic_Obstructive_Pulmonary,1187,0.9828,19.0,19.3,224,01-JUL-11,30-JUN-14
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,Chronic_Obstructive_Pulmonary,215,0.898,17.9,19.9,31,01-JUL-11,30-JUN-14
PARKVIEW REGIONAL HOSPITAL,450400,TX,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
WILSON MEMORIAL HOSPITAL,360013,OH,Hip_Knee_Surgery,157,0.9726,4.6,4.7,23,01-JUL-11,30-JUN-14
OHIOHEALTH O'BLENESS HOSPITAL,360014,OH,Chronic_Obstructive_Pulmonary,110,1.0411,21.0,20.2,26,01-JUL-11,30-JUN-14
SURGICAL INSTITUTE OF READING,390316,PA,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,Acute_Myocardial_infarction,157,1.0435,14.1,13.5,23,01-JUL-11,30-JUN-14
WESTERLY HOSPITAL,410013,RI,Acute_Myocardial_infarction,43,1.0459,22.1,21.2,12,01-JUL-11,30-JUN-14
KENNEWICK GENERAL HOSPITAL,500053,WA,Heart_Faliure,279,1.0389,22.8,22.0,66,01-JUL-11,30-JUN-14
PROVIDENCE SACRED HEART MEDICAL CENTER,500054,WA,Heart_Faliure,638,0.9047,19.2,21.3,117,01-JUL-11,30-JUN-14
OLYMPIC MEDICAL CENTER,500072,WA,Chronic_Obstructive_Pulmonary,168,0.9892,17.7,17.9,29,01-JUL-11,30-JUN-14
GHS  LAURENS COUNTY MEMORIAL HOSPITAL,420038,SC,Hip_Knee_Surgery,157,0.9486,4.2,4.5,23,01-JUL-11,30-JUN-14
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,Hip_Knee_Surgery,157,0.9734,4.9,5.1,23,01-JUL-11,30-JUN-14
UNITED HOSPITAL CENTER,510006,WV,Acute_Myocardial_infarction,373,1.0729,18.6,17.3,73,01-JUL-11,30-JUN-14
TRIDENT MEDICAL CENTER,420079,SC,Heart_Faliure,858,0.9561,20.2,21.2,171,01-JUL-11,30-JUN-14
BEAR RIVER VALLEY HOSPITAL,460039,UT,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEAR RIVER VALLEY HOSPITAL,460039,UT,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,Hip_Knee_Surgery,157,0.9648,4.6,4.8,23,01-JUL-11,30-JUN-14
LAKEVIEW HOSPITAL,460042,UT,Pneumonia,157,0.9876,15.8,16.0,24,01-JUL-11,30-JUN-14
OREM COMMUNITY HOSPITAL,460043,UT,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
THE ORTHOPEDIC SPECIALTY HOSPITAL,460049,UT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
JORDAN VALLEY MEDICAL CENTER,460051,UT,Acute_Myocardial_infarction,157,0.9536,12.4,13.0,23,01-JUL-11,30-JUN-14
TIMPANOGOS REGIONAL HOSPITAL,460052,UT,Hip_Knee_Surgery,157,1.0396,4.5,4.3,23,01-JUL-11,30-JUN-14
CACHE VALLEY  HOSPITAL,460054,UT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
RIVERTON HOSPITAL,460058,UT,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
CLINCH VALLEY MEDICAL CENTER,490060,VA,Heart_Faliure,256,1.1773,27.7,23.5,81,01-JUL-11,30-JUN-14
CLINCH VALLEY MEDICAL CENTER,490060,VA,Pneumonia,217,1.1713,21.3,18.2,57,01-JUL-11,30-JUN-14
INOVA FAIRFAX HOSPITAL,490063,VA,Chronic_Obstructive_Pulmonary,549,1.0156,20.6,20.2,114,01-JUL-11,30-JUN-14
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,Acute_Myocardial_infarction,147,1.0459,15.5,14.8,25,01-JUL-11,30-JUN-14
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,Heart_Faliure,519,0.9162,19.1,20.8,94,01-JUL-11,30-JUN-14
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,Pneumonia,381,0.9019,13.8,15.3,46,01-JUL-11,30-JUN-14
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,Chronic_Obstructive_Pulmonary,361,1.0305,19.9,19.3,74,01-JUL-11,30-JUN-14
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,Hip_Knee_Surgery,255,1.0294,4.9,4.8,13,01-JUL-11,30-JUN-14
PALMETTO HEALTH BAPTIST,420086,SC,Hip_Knee_Surgery,607,0.9924,4.5,4.5,27,01-JUL-11,30-JUN-14
NIX HEALTH CARE SYSTEM,450130,TX,Hip_Knee_Surgery,157,0.8761,4.4,5.0,23,01-JUL-11,30-JUN-14
MIDLAND MEMORIAL HOSPITAL,450133,TX,Pneumonia,359,0.9404,13.9,14.8,46,01-JUL-11,30-JUN-14
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,Pneumonia,173,1.0124,15.2,15.0,27,01-JUL-11,30-JUN-14
METROPLEX HOSPITAL,450152,TX,Hip_Knee_Surgery,157,1.3179,6.5,4.9,23,01-JUL-11,30-JUN-14
METROPLEX HOSPITAL,450152,TX,Pneumonia,157,1.0498,20.8,19.8,36,01-JUL-11,30-JUN-14
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,Acute_Myocardial_infarction,157,0.9712,22.5,23.2,23,01-JUL-11,30-JUN-14
HOUSTON METHODIST SAN JACINTO HOSPITAL,450424,TX,Heart_Faliure,432,0.937,22.0,23.4,91,01-JUL-11,30-JUN-14
NAVARRO REGIONAL HOSPITAL,450447,TX,Pneumonia,154,0.9747,14.7,15.1,21,01-JUL-11,30-JUN-14
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,Acute_Myocardial_infarction,157,0.9322,18.2,19.5,23,01-JUL-11,30-JUN-14
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,Chronic_Obstructive_Pulmonary,119,0.9942,19.7,19.8,23,01-JUL-11,30-JUN-14
HOWARD YOUNG MEDICAL CTR,520091,WI,Chronic_Obstructive_Pulmonary,104,0.9015,17.5,19.4,11,01-JUL-11,30-JUN-14
SAUK PRAIRIE HOSPITAL,520095,WI,Chronic_Obstructive_Pulmonary,157,0.9749,17.9,18.4,23,01-JUL-11,30-JUN-14
SAUK PRAIRIE HOSPITAL,520095,WI,Hip_Knee_Surgery,561,0.8077,3.2,3.9,14,01-JUL-11,30-JUN-14
AURORA LAKELAND MEDICAL CENTER,520102,WI,Acute_Myocardial_infarction,157,0.9623,18.6,19.3,23,01-JUL-11,30-JUN-14
AURORA LAKELAND MEDICAL CENTER,520102,WI,Chronic_Obstructive_Pulmonary,158,0.9861,18.3,18.6,28,01-JUL-11,30-JUN-14
MILE BLUFF MEDICAL CENTER,520109,WI,Chronic_Obstructive_Pulmonary,98,0.9358,17.9,19.1,13,01-JUL-11,30-JUN-14
MILE BLUFF MEDICAL CENTER,520109,WI,Heart_Faliure,77,0.954,20.4,21.4,13,01-JUL-11,30-JUN-14
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,Hip_Knee_Surgery,1188,1.1124,5.1,4.6,63,01-JUL-11,30-JUN-14
SCOTT & WHITE HOSPITAL BRENHAM,450187,TX,Pneumonia,158,1.0172,14.5,14.3,24,01-JUL-11,30-JUN-14
CAMDEN CLARK MEDICAL CENTER,510058,WV,Acute_Myocardial_infarction,516,1.0689,17.9,16.8,96,01-JUL-11,30-JUN-14
AVERA SACRED HEART HOSPITAL,430012,SD,Heart_Faliure,145,0.9853,19.2,19.5,27,01-JUL-11,30-JUN-14
ST VINCENT HOSPITAL,520075,WI,Pneumonia,155,1.0445,16.2,15.6,28,01-JUL-11,30-JUN-14
VANDERBILT UNIVERSITY HOSPITAL,440039,TN,Chronic_Obstructive_Pulmonary,227,0.9788,21.4,21.8,47,01-JUL-11,30-JUN-14
HOUSTON METHODIST SAN JACINTO HOSPITAL,450424,TX,Acute_Myocardial_infarction,207,0.8968,16.3,18.1,28,01-JUL-11,30-JUN-14
LECONTE MEDICAL CENTER,440081,TN,Chronic_Obstructive_Pulmonary,138,0.9048,17.2,19.1,17,01-JUL-11,30-JUN-14
PARKRIDGE MEDICAL CENTER,440156,TN,Heart_Faliure,404,0.9011,19.3,21.4,72,01-JUL-11,30-JUN-14
JAMESTOWN REGIONAL MEDICAL CENTER,440083,TN,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SHANNON MEDICAL CENTER,450571,TX,Heart_Faliure,458,0.8569,17.6,20.6,72,01-JUL-11,30-JUN-14
DANVILLE REGIONAL MEDICAL CENTER,490075,VA,Chronic_Obstructive_Pulmonary,467,1.1341,22.1,19.5,112,01-JUL-11,30-JUN-14
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,Chronic_Obstructive_Pulmonary,176,1.0271,20.5,20.0,38,01-JUL-11,30-JUN-14
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,Pneumonia,213,1.0212,15.8,15.5,35,01-JUL-11,30-JUN-14
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,Hip_Knee_Surgery,157,0.9745,4.4,4.5,23,01-JUL-11,30-JUN-14
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,Pneumonia,192,1.0125,16.2,16.0,32,01-JUL-11,30-JUN-14
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,Chronic_Obstructive_Pulmonary,109,1.1422,19.3,16.9,30,01-JUL-11,30-JUN-14
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,Heart_Faliure,184,1.1194,23.0,20.6,49,01-JUL-11,30-JUN-14
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,Pneumonia,219,1.1297,16.9,15.0,45,01-JUL-11,30-JUN-14
HIRAM W DAVIS MEDICAL CENTER,490104,VA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
HIRAM W DAVIS MEDICAL CENTER,490104,VA,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DOYLESTOWN HOSPITAL,390203,PA,Acute_Myocardial_infarction,326,1.171,18.7,15.9,69,01-JUL-11,30-JUN-14
